,Median Age,Median Male Age,Median Female Age,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Household Income,Income Per Capita,Employment Labor Force,Employment Unemployed,Median Gross Rent,Median Home Value,zipcode,lat,lng,city,state,Google_URL,Count
443,42.4,44.3,41.1,5063,4986,14,12,18,0,7,1488,241,360,233,69,13,0,743,36644,20140,2309,232,640,84000,26034,40.598473,-80.552334,CHESTER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.598473,-80.552334&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",120
444,44.8,42.4,48.8,2512,2472,33,1,0,25,6,1007,46,173,191,76,31,0,203,42917,22068,1074,110,582,91400,26035,40.3449,-80.553539,COLLIERS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.3449,-80.553539&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",127
445,44.8,47.7,37.8,563,561,0,2,0,10,0,155,0,16,62,33,0,0,0,71667,30479,265,0,,205200,26036,39.97772,-80.554299,DALLAS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.97772,-80.554299&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",164
446,49,48.2,50,6752,6643,68,13,5,17,31,1990,185,324,525,269,37,0,941,51334,23441,3258,286,570,85900,26037,40.335562,-80.584518,FOLLANSBEE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.335562,-80.584518&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",129
447,53.4,50.9,53.9,2737,2686,38,0,4,5,22,601,104,176,375,273,65,21,372,48244,30883,1225,59,647,139000,26038,39.964591,-80.724103,GLEN DALE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.964591,-80.724103&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",161
448,48,50.3,43.9,921,921,0,0,0,31,0,297,25,34,50,12,0,29,70,57159,27365,312,25,,182400,26039,39.799369,-80.674066,GLEN EASTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.799369,-80.674066&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",157
449,45.3,44,46.4,1840,1814,0,7,0,4,26,628,106,73,102,29,6,0,252,41150,21753,842,68,681,66600,26040,39.988521,-80.715964,MCMECHEN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.988521,-80.715964&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",162
450,43,42.1,44.7,15981,15479,162,114,97,169,97,4421,797,868,1112,314,65,46,2090,41810,21559,7063,614,571,90700,26041,39.887241,-80.705476,MOUNDSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.887241,-80.705476&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",141
451,44.2,44.1,44.2,6250,6172,19,9,28,20,0,1536,440,257,465,367,6,7,1172,45373,23093,2950,243,584,92200,26047,40.520184,-80.589222,NEW CUMBERLAND,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.520184,-80.589222&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",137
452,51.7,37.2,54.9,1502,1345,53,0,0,34,0,456,87,20,80,0,0,0,178,34866,17522,734,126,660,46800,26050,40.607741,-80.607637,NEWELL,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.607741,-80.607637&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",129
453,43.1,39.6,44.8,2102,2072,0,0,0,10,70,751,118,89,52,15,0,0,317,62500,27271,922,48,548,87700,26055,39.7543,-80.782572,PROCTOR,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.7543,-80.782572&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",162
454,30.8,30,54,174,174,0,0,0,0,0,51,34,12,24,0,0,0,0,,29414,92,0,,125500,26056,40.531275,-80.577127,NEW MANCHESTER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.531275,-80.577127&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",131
455,45.6,44.9,46.6,2437,2429,8,0,0,5,16,591,66,109,245,177,21,16,363,40000,29728,1274,84,689,106800,26059,40.057468,-80.604858,TRIADELPHIA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.057468,-80.604858&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",156
456,38.1,35.6,42.4,2111,2070,0,0,15,0,0,648,20,85,174,49,0,0,111,52500,24517,1025,23,643,116600,26060,40.110039,-80.557624,VALLEY GROVE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.110039,-80.557624&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",141
457,47.4,43.9,50,21020,19770,747,7,29,338,163,5274,974,1455,2339,716,223,61,3380,40887,26161,10060,505,645,89800,26062,40.42669,-80.560679,WEIRTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.42669,-80.560679&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",128
458,47.3,48,47.1,8079,7908,66,0,84,33,7,2318,221,541,633,398,42,17,1011,41430,24430,3608,152,530,83900,26070,40.259769,-80.580062,WELLSBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.259769,-80.580062&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",128
459,20.8,21.8,20.4,1218,1109,54,0,29,28,4,73,6,18,54,39,0,3,179,33333,9602,648,78,500,99700,26074,40.159897,-80.595416,WEST LIBERTY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.159897,-80.595416&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",144
460,45.3,47.5,44.3,477,431,14,16,3,10,4,161,16,13,37,0,0,0,58,49167,26869,261,12,490,53300,26075,40.193433,-80.668044,WINDSOR HEIGHTS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=40.193433,-80.668044&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",148
461,40.6,39.8,41.6,30240,28741,536,86,80,214,245,7302,1520,1815,1936,667,99,69,7293,32296,19316,13391,1567,617,86800,26101,39.240324,-81.575872,PARKERSBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.240324,-81.575872&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",153
462,43.3,41.3,45.7,16530,16016,83,14,60,198,78,4076,639,886,1725,779,224,75,2381,42833,25554,7560,440,653,102300,26104,39.276141,-81.480363,PARKERSBURG,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.276141,-81.480363&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",152
463,43.3,42.1,45.6,12020,11324,125,0,274,205,40,2383,259,884,1577,486,236,143,1277,46333,31290,5875,344,621,125000,26105,39.329575,-81.514622,VIENNA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.329575,-81.514622&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",150
464,48.7,47.3,50.7,1369,1358,0,0,0,29,0,374,97,42,70,43,11,0,211,36909,21895,625,79,521,119700,26133,39.123282,-81.672414,BELLEVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.123282,-81.672414&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",167
465,45.2,41.8,48.2,1044,959,10,6,0,24,0,301,41,51,66,41,0,3,262,39688,20791,366,52,539,93700,26134,39.368717,-81.290434,BELMONT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.368717,-81.290434&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",132
466,48.6,48,49.9,852,814,0,0,0,0,24,195,58,43,61,0,0,0,163,36719,17353,287,42,,59400,26136,38.959489,-81.137586,BIG BEND,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.959489,-81.137586&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",101
467,50,49.7,50.3,715,705,0,0,0,49,21,200,19,0,6,7,0,0,173,30068,14419,203,33,,51800,26137,38.995599,-81.049374,BIG SPRINGS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.995599,-81.049374&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",66
468,19.3,17.6,19.8,259,259,0,0,0,0,0,44,10,9,0,0,0,0,0,39393,9369,109,0,,54000,26138,39.023425,-81.206015,BROHARD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.023425,-81.206015&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",101
469,65.3,75.3,55.3,225,225,0,0,0,9,0,45,4,0,5,0,0,0,49,19970,12880,11,11,,64000,26141,38.933552,-81.24588,CRESTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.933552,-81.24588&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",81
470,39.2,36.7,40.8,2880,2702,122,0,0,98,0,482,247,281,145,46,0,14,630,43652,22064,1502,306,548,64000,26142,39.205781,-81.449266,DAVISVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.205781,-81.449266&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",152
471,46,45.9,46.1,4328,4177,49,23,0,0,9,1377,214,162,228,69,13,39,679,37425,20925,1793,151,537,88500,26143,39.056366,-81.372736,ELIZABETH,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.056366,-81.372736&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",132
472,36.4,35.7,37.5,998,997,0,0,0,0,0,280,61,37,35,0,0,0,150,48409,28838,409,28,405,86900,26146,39.457065,-81.036844,FRIENDLY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.457065,-81.036844&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",88
473,43.7,42.8,43.9,2234,2191,2,0,4,30,8,686,171,91,141,65,11,0,477,40727,21624,887,133,579,66700,26147,38.904543,-81.07539,GRANTSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.904543,-81.07539&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",60
474,46.1,46.8,43.3,254,254,0,0,0,29,0,82,29,0,0,0,0,0,94,27604,12617,79,0,,82700,26148,39.058499,-81.182808,MACFARLAN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.058499,-81.182808&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",118
475,49,47.5,49.6,2608,2594,0,0,0,12,2,748,131,103,67,85,7,0,595,34095,17045,952,94,470,85900,26149,39.483305,-80.825642,MIDDLEBOURNE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.483305,-80.825642&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",77
476,37.5,37.4,37.6,6194,6093,26,0,15,51,53,1298,255,565,556,165,0,13,1020,51716,25019,2858,138,606,132900,26150,39.157283,-81.535898,MINERAL WELLS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.157283,-81.535898&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",158
477,49.8,48.2,50.3,552,547,0,0,0,0,0,71,14,70,20,0,8,0,56,30968,17389,240,34,,86300,26151,38.879222,-81.172051,MOUNT ZION,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.879222,-81.172051&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",67
478,53.5,53.2,54.2,148,148,0,0,0,0,0,53,12,0,0,0,0,0,0,,17407,89,0,,,26152,39.010062,-81.195907,MUNDAY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.010062,-81.195907&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",103
479,47.3,47.3,47.3,8356,8225,9,0,47,81,72,2345,432,436,392,271,45,32,1455,42166,23533,3244,213,529,93400,26155,39.630056,-80.763963,NEW MARTINSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.630056,-80.763963&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",119
480,44.5,41.5,47.2,2820,2758,13,5,0,2,39,833,167,176,126,39,0,0,533,38100,19570,1161,124,577,81700,26159,39.598891,-80.921996,PADEN CITY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.598891,-80.921996&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",83
481,40.7,39.8,43.3,1009,1009,0,0,0,0,0,249,30,56,101,8,37,0,108,44261,32516,607,43,384,70900,26160,38.981202,-81.412057,PALESTINE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.981202,-81.412057&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",103
482,54.6,52.7,61.8,186,186,0,0,0,0,0,86,33,7,0,0,0,0,0,46563,25482,80,8,,57900,26161,39.180564,-81.2482,PETROLEUM,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.180564,-81.2482&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",122
483,44.5,42.1,46.5,8240,7980,0,32,24,13,78,2217,301,521,648,322,55,69,1570,35518,20818,3285,332,615,94300,26164,39.0107,-81.701191,RAVENSWOOD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.0107,-81.701191&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",139
484,51.1,51.3,50.2,966,937,0,0,29,0,29,371,67,69,49,20,0,0,160,32386,23777,337,0,504,69000,26167,39.538939,-80.743385,READER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.538939,-80.743385&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",116
485,48.1,29.8,56.3,769,769,0,0,0,0,0,264,41,30,0,14,0,0,260,38281,17691,312,5,,112500,26169,39.072207,-81.571589,ROCKPORT,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.072207,-81.571589&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",157
486,43.6,41.7,45.8,5911,5778,11,0,0,58,16,1774,369,264,311,275,0,4,951,44358,23358,2496,204,659,104400,26170,39.358255,-81.167847,SAINT MARYS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.358255,-81.167847&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",129
487,44.3,43,45.3,3503,3443,12,0,0,44,21,1021,188,124,267,76,17,19,578,42179,21242,1600,187,661,87700,26175,39.537188,-80.974755,SISTERSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.537188,-80.974755&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",84
488,51.6,48.6,51.8,477,477,0,0,0,0,0,155,14,23,45,0,0,0,55,50625,20635,179,9,,59400,26178,39.058252,-81.038103,SMITHVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.058252,-81.038103&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",81
489,44.5,45.4,42.5,2188,2160,10,18,0,0,30,467,108,190,50,54,10,12,308,37893,19598,1052,188,395,100600,26180,39.194913,-81.3663,WALKER,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.194913,-81.3663&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",139
490,46.6,46.1,47.3,6088,5933,0,0,84,7,20,1549,204,356,646,345,6,34,446,60018,30769,3140,188,716,141700,26181,39.209354,-81.664619,WASHINGTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.209354,-81.664619&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",169
491,44.7,46.9,44,2250,2215,0,0,7,0,13,266,196,145,128,21,10,0,479,39024,19352,888,34,730,94200,26184,39.294993,-81.35272,WAVERLY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.294993,-81.35272&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",136
492,45.4,43.4,48.6,5955,5874,15,6,6,47,17,1165,144,490,642,356,83,44,518,58971,31986,2972,193,651,134300,26187,39.37325,-81.447125,WILLIAMSTOWN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.37325,-81.447125&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",150
493,41.1,40.9,41.3,20187,19724,197,32,40,286,175,5289,1156,694,1373,816,128,42,3259,42097,21002,9064,757,595,113300,26201,39.001871,-80.197424,BUCKHANNON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.001871,-80.197424&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",135
494,40.4,46.4,38.8,687,687,0,0,0,0,0,181,46,56,74,25,0,0,16,59250,18764,321,5,,81100,26202,38.210138,-80.629587,FENWICK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.210138,-80.629587&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",49
495,26.4,25.4,30.1,187,187,0,0,0,0,0,41,0,0,9,0,0,0,75,,11852,99,0,,,26203,38.548476,-80.58844,ERBACON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.548476,-80.58844&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",57
496,39.2,37.8,46,3302,3302,0,0,0,0,32,1041,202,146,241,18,0,0,718,34526,17879,1122,47,557,84500,26205,38.326803,-80.650399,CRAIGSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.326803,-80.650399&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",63
497,42.1,41.5,43,2903,2885,4,0,0,0,30,748,276,37,40,68,8,10,1059,22083,17426,1107,104,466,47700,26206,38.43744,-80.522355,COWEN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.43744,-80.522355&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",71
498,43.5,43.3,44.4,821,814,7,0,0,0,11,225,69,3,24,26,6,0,139,42578,21182,357,38,,60600,26208,38.323416,-80.505355,CAMDEN ON GAULEY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.323416,-80.505355&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",64
499,51.3,51.1,51.4,160,112,48,0,0,0,0,52,13,0,56,8,0,0,9,21719,30984,137,15,481,347100,26209,38.428758,-79.988943,SNOWSHOE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.428758,-79.988943&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",33
500,28.2,10.8,28.3,226,226,0,0,0,0,0,0,0,0,41,0,0,0,0,26836,7643,81,0,,,26215,38.707115,-80.374949,CLEVELAND,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.707115,-80.374949&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",89
501,47.9,39.7,53.5,353,353,0,0,0,0,21,92,15,14,10,0,0,0,108,,10835,206,147,754,58700,26217,38.611014,-80.446813,DIANA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.611014,-80.446813&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",68
502,42.7,42.7,42.9,2808,2729,0,0,18,0,18,901,194,89,104,41,0,41,340,41771,19379,1031,23,675,116300,26218,38.844938,-80.266223,FRENCH CREEK,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.844938,-80.266223&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",88
503,62.7,65.7,46.5,350,350,0,0,0,0,0,95,13,0,0,0,0,0,33,36553,35657,129,5,,82300,26222,38.660184,-80.343304,HACKER VALLEY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.660184,-80.343304&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",75
504,56.1,52.8,67.1,117,117,0,0,0,0,0,63,0,0,16,0,0,0,0,47361,28915,61,7,,,26224,38.74031,-80.182939,HELVETIA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.74031,-80.182939&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",105
505,,,,19,19,0,0,0,0,0,0,19,0,0,0,0,0,19,,,0,0,,,26228,38.754405,-80.370949,KANAWHA HEAD,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.754405,-80.370949&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",90
506,43.6,48.1,43.5,164,164,0,0,0,0,0,94,16,0,0,0,0,0,15,29688,22377,62,0,,,26230,38.671816,-80.175663,PICKENS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.671816,-80.175663&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",99
507,49.1,47.8,49.7,1276,1188,73,15,0,15,0,443,51,47,90,52,30,14,176,39375,20389,456,26,,75000,26234,38.773784,-80.31511,ROCK CAVE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.773784,-80.31511&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",80
508,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,26236,38.744665,-80.234661,SELBYVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.744665,-80.234661&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",91
509,47.5,41.5,57.1,563,542,0,0,0,0,0,182,46,0,25,0,0,0,112,38636,16369,191,0,,87200,26237,38.845411,-80.15068,TALLMANSVILLE,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.845411,-80.15068&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",100
510,46.3,44.7,46.8,934,913,21,0,0,0,11,340,63,70,45,0,0,0,125,45523,19233,352,59,442,67900,26238,39.108814,-80.174014,VOLGA,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.108814,-80.174014&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",174
511,44.6,41.8,47.1,14645,14113,275,19,52,183,121,3845,710,568,1552,927,141,119,2281,40736,23497,7153,548,552,115400,26241,38.932602,-79.788254,ELKINS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.932602,-79.788254&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",80
512,42.4,43.5,41.5,5296,5158,0,18,0,25,51,1619,284,161,189,69,0,6,876,39549,16437,1946,174,588,85000,26250,39.033465,-79.962538,BELINGTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.033465,-79.962538&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",146
513,37,36.2,39.1,3310,3279,9,0,0,0,0,890,157,287,166,124,8,20,710,42563,22147,1435,80,573,137800,26253,38.781095,-79.867788,BEVERLY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.781095,-79.867788&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",68
514,51,58.5,43.5,369,369,0,0,0,0,0,96,26,6,44,49,0,8,20,43750,45328,181,6,358,119400,26254,38.880658,-79.662794,BOWDEN,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.880658,-79.662794&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",67
515,47.9,46.3,53,773,738,0,35,0,0,0,295,46,53,33,18,17,0,104,35789,22167,391,13,936,93200,26257,38.91917,-80.003647,COALTON,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.91917,-80.003647&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",113
516,25.4,25.6,20.8,232,232,0,0,0,0,0,13,0,0,12,0,0,0,36,,11598,43,0,,9999,26259,38.8029,-79.896056,DAILEY,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=38.8029,-79.896056&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",81
517,49.1,46.5,49.8,1324,1296,6,0,0,12,20,408,15,84,106,108,48,0,204,41847,24657,674,16,593,149600,26260,39.08233,-79.424054,DAVIS,WV,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=39.08233,-79.424054&radius=40233&keyword=Grocery&key=AIzaSyA_Clyz3478YAUnsESNHE5dyktvvMoa-vw",106
